bill_id,bill_name,title,abstract,subject
ocd-bill/b238015a-84e0-49aa-a49b-dad299fb2f87,A 5142,Establishes the power plant tax assessment reserve fund,"Establishes the power plant tax assessment reserve fund to reserve against, lessen or prevent increases in the school district's real property tax levy and/or tax rate resulting from decreases in revenue or taxes or a significant shift in tax liability due to a tax certiorari settlement or judgment; defines terms; makes related provisions.",taxation
ocd-bill/e01e986d-b04b-4e7b-854f-79d54e7b7091,A 5734,Relates to education and outreach programs for individuals who have suffered a pregnancy loss or infant loss,Includes within the health care and wellness education and outreach program offered by the department of health resources for individuals who have suffered a pregnancy loss or infant loss.,education
ocd-bill/a008e1bf-d63e-4e48-a97a-997d1eae927b,A 5955,Requires information on resources for domestic violence and human trafficking victims to be posted in public restrooms,Requires information on resources for domestic violence and human trafficking victims to be posted in public restrooms and other areas of public buildings which shall be deemed appropriate by the office and task force on human trafficking.,security
ocd-bill/402dcfde-e79c-49c7-aead-4b174ec5a492,A 6027,Modifies the distribution of funds from the general hospital indigent care pool; repealer,Relates to regulation of the billing by general hospitals and the distribution of funds from the general hospital indigent care pool; requires use of a uniform application form and policy.,security
ocd-bill/28587054-8a52-413c-a5c5-0e5be394378c,A 6322,Extends the authorization granted to the county of Broome to impose an additional one percent of sales and compensating use taxes,"Extends from November 30, 2023 to November 30, 2025, the authorization granted to the county of Broome to impose an additional one percent of sales and compensating use taxes.",taxation
ocd-bill/8ce64921-ec34-4281-82c2-6f4b1e3487ed,A 6488,Establishes a visiting program for incarcerated people,"Establishes a visiting program for incarcerated people, which gives incarcerated people opportunities for personal contact with relatives, friends, clergy, volunteers and other persons to promote better institutional adjustment and better community adjustment upon release.",security
ocd-bill/431d481d-b549-4588-bcfd-e4bd9846809e,A 6890,Allows the legislature to authorize pool-selling without profit,Allows the legislature to authorize pool-selling without profit.,security
ocd-bill/d3c6bd0d-1dea-41e3-a52a-a7f12cd2904f,A 6547,"Extends the authority of NYSARC, Inc. to assign and pledge funds to the dormitory authority and to enter into agreement for the construction of certain facilities","Extends the authority of NYSARC, Inc. to assign and pledge funds to the dormitory authority and to enter into agreement for the construction of certain facilities.",transportation
ocd-bill/d405e4c3-caa5-4fae-8a8e-ca44eb4805e1,A 6943,"Establishes the ""Not on our dime!: Ending New York funding of Israeli settler violence act"" to prohibit not-for-profit corporations from engaging in unauthorized support of Israeli settlement activity","Establishes the ""Not on our dime!: Ending New York funding of Israeli settler violence act"" to prohibit not-for-profit corporations from engaging in unauthorized support of Israeli settlement activity; allows for recovery of a civil penalty by the state attorney general; creates a private right of action for violations.",security
ocd-bill/11024e66-adfa-4a94-baa3-337e1ae8554d,A 6991,Relates to affidavits of the lawful immigration status of certain students; repealer,Removes the affidavit of the lawful immigration status requirement for certain students.,education
ocd-bill/c52665b7-f371-474f-b89c-c7a7f84c5131,A 7114,Relates to bioheating fuel requirements,Relates to bioheating fuel requirements; allows B100 or B99 biofuel and R100 or R99 renewable fuel to be used to blend with or replace fossil heating oil in order to create bioheating fuel.,transportation
ocd-bill/1d73e288-9ca5-49cd-bd61-7dc1f4a0f935,A 7156,Provides for the automatic enrollment of employees of the city of New York eligible to join the New York city board of education retirement system,Provides for the automatic enrollment of employees of the city of New York eligible to join the New York city board of education retirement system.,education
ocd-bill/dcddc109-79c9-4928-b3f6-7aaa3bf986a2,A 7147,Relates to availability of electronic ballot images,Relates to making electronic ballot images and cast vote records public records of the board of elections upon request.,technology
ocd-bill/8cd905fc-36cf-488d-bd90-d441de0cbe3d,A 7142,Exempts a recovery of an award from the September eleventh victim compensation fund from income,Exempts a recovery of an award from the September eleventh victim compensation fund from income.,security
